5/12/2008;0.55
5/13/2008;0.55
5/14/2008;0.55
5/15/2008;0.55
5/16/2008;0.46
5/19/2008;0.46
5/20/2008;0.46
5/21/2008;0.46
5/23/2008;0.46
5/26/2008;0.46
5/27/2008;0.46
5/28/2008;0.46
5/29/2008;0.64
5/30/2008;0.64
6/2/2008;0.64
6/3/2008;0.64
6/4/2008;0.64
6/5/2008;0.64
6/6/2008;0.64
6/9/2008;0.64
6/10/2008;0.64
6/11/2008;0.79
6/12/2008;0.79
6/13/2008;0.79
6/16/2008;0.79
6/17/2008;0.55
6/18/2008;0.55
6/19/2008;0.55
6/20/2008;0.55
6/23/2008;0.55
6/24/2008;0.55
6/25/2008;0.55
6/26/2008;0.76
6/27/2008;0.76
6/30/2008;0.76
7/1/2008;0.76
7/2/2008;0.76
7/3/2008;0.76
7/4/2008;0.76
7/7/2008;0.76
7/8/2008;0.76
7/9/2008;0.76
7/10/2008;0.74
7/11/2008;0.74
7/14/2008;0.74
7/15/2008;0.74
7/16/2008;0.67
7/17/2008;0.67
7/18/2008;0.67
7/21/2008;0.67
7/22/2008;0.67
7/23/2008;0.67
7/24/2008;0.67
7/25/2008;0.59
7/28/2008;0.59
7/29/2008;0.59
7/30/2008;0.59
7/31/2008;0.59
8/1/2008;0.59
8/4/2008;0.59
8/5/2008;0.59
8/6/2008;0.59
8/7/2008;0.59
8/8/2008;0.53
8/11/2008;0.53
8/12/2008;0.53
8/13/2008;0.53
8/14/2008;0.53
8/15/2008;0.53
8/18/2008;0.39
8/19/2008;0.39
8/20/2008;0.39
8/21/2008;0.39
8/22/2008;0.39
8/25/2008;0.31
8/26/2008;0.31
8/27/2008;0.31
8/28/2008;0.31
8/29/2008;0.31
9/1/2008;0.31
9/2/2008;0.31
9/3/2008;0.31
9/4/2008;0.31
9/5/2008;0.28
9/8/2008;0.28
9/9/2008;0.28
9/10/2008;0.28
9/11/2008;0.28
9/12/2008;0.28
9/15/2008;0.28
9/16/2008;0.31
9/17/2008;0.31
9/18/2008;0.31
9/19/2008;0.31
9/22/2008;0.31
9/23/2008;0.31
9/24/2008;0.31
9/25/2008;0.21
9/26/2008;0.21
9/29/2008;0.21
9/30/2008;0.21
10/1/2008;0.21
10/2/2008;0.21
10/3/2008;0.21
10/6/2008;0.21
10/7/2008;0.21
10/8/2008;0.26
10/9/2008;0.26
10/10/2008;0.26
10/13/2008;0.26
10/14/2008;0.26
10/15/2008;0.26
10/16/2008;0.41
10/17/2008;0.41
10/20/2008;0.41
10/21/2008;0.41
10/22/2008;0.41
10/23/2008;0.41
10/24/2008;0.39
10/27/2008;0.39
10/28/2008;0.39
10/29/2008;0.39
10/30/2008;0.39
10/31/2008;0.39
11/3/2008;0.39
11/4/2008;0.39
11/5/2008;0.39
11/6/2008;0.39
11/7/2008;0.45
11/10/2008;0.45
11/11/2008;0.45
11/12/2008;0.45
11/13/2008;0.45
11/14/2008;0.45
11/17/2008;0.45
11/18/2008;0.51
11/19/2008;0.51
11/20/2008;0.51
11/21/2008;0.51
11/24/2008;0.51
11/25/2008;0.51
11/26/2008;0.51
11/27/2008;0.5
11/28/2008;0.5
12/1/2008;0.5
12/2/2008;0.5
12/3/2008;0.5
12/4/2008;0.5
12/5/2008;0.36
12/8/2008;0.36
12/9/2008;0.36
12/10/2008;0.36
12/11/2008;0.36
12/12/2008;0.36
12/15/2008;0.36
12/16/2008;0.51
12/17/2008;0.51
12/18/2008;0.51
12/19/2008;0.51
12/22/2008;0.34
12/23/2008;0.34
12/24/2008;0.34
12/26/2008;0.34
12/29/2008;0.34
12/30/2008;0.34
12/31/2008;0.34
1/2/2009;0.34
1/5/2009;0.34
1/6/2009;0.34
1/7/2009;0.34
1/8/2009;0.34
1/9/2009;0.28
1/12/2009;0.28
1/13/2009;0.28
1/14/2009;0.28
1/15/2009;0.28
1/16/2009;0.37
1/19/2009;0.37
1/20/2009;0.37
1/21/2009;0.37
1/22/2009;0.37
1/23/2009;0.37
1/26/2009;0.41
1/27/2009;0.41
1/28/2009;0.41
1/29/2009;0.41
1/30/2009;0.41
2/2/2009;0.41
2/3/2009;0.41
2/4/2009;0.41
2/5/2009;0.41
2/6/2009;0.48
2/9/2009;0.48
2/10/2009;0.48
2/11/2009;0.48
2/12/2009;0.48
2/13/2009;0.48
2/16/2009;0.48
2/17/2009;0.64
2/18/2009;0.64
2/19/2009;0.64
2/20/2009;0.64
2/25/2009;0.58
2/26/2009;0.58
2/27/2009;0.58
3/2/2009;0.58
3/3/2009;0.58
3/4/2009;0.58
3/5/2009;0.58
3/6/2009;0.58
3/9/2009;0.58
3/10/2009;0.58
3/11/2009;0.55
3/12/2009;0.55
3/13/2009;0.55
3/16/2009;0.55
3/17/2009;0.29
3/18/2009;0.29
3/19/2009;0.29
3/20/2009;0.29
3/23/2009;0.29
3/24/2009;0.29
3/25/2009;0.29
3/26/2009;0.19
3/27/2009;0.19
3/30/2009;0.19
3/31/2009;0.19
4/1/2009;0.19
4/2/2009;0.19
4/3/2009;0.19
4/6/2009;0.19
4/7/2009;0.19
4/8/2009;0.2
4/9/2009;0.2
4/13/2009;0.2
4/14/2009;0.2
4/15/2009;0.2
4/16/2009;0.41
4/17/2009;0.41
4/20/2009;0.41
4/22/2009;0.41
4/23/2009;0.41
4/24/2009;0.41
4/27/2009;0.43
4/28/2009;0.43
4/29/2009;0.43
4/30/2009;0.43
5/4/2009;0.43
5/5/2009;0.43
5/6/2009;0.43
5/7/2009;0.43
5/8/2009;0.48
5/11/2009;0.48
5/12/2009;0.48
5/13/2009;0.48
5/14/2009;0.48
5/15/2009;0.48
5/18/2009;0.35
5/19/2009;0.35
5/20/2009;0.35
5/21/2009;0.35
5/22/2009;0.35
5/25/2009;0.43
5/26/2009;0.43
5/27/2009;0.43
5/28/2009;0.43
5/29/2009;0.43
6/1/2009;0.43
6/2/2009;0.43
6/3/2009;0.43
6/4/2009;0.43
6/5/2009;0.43
6/8/2009;0.43
6/9/2009;0.43
6/10/2009;0.47
6/12/2009;0.47
6/15/2009;0.47
6/16/2009;0.26
6/17/2009;0.26
6/18/2009;0.26
6/19/2009;0.26
6/22/2009;0.26
6/23/2009;0.26
6/24/2009;0.26
6/25/2009;0.31
6/26/2009;0.31
6/29/2009;0.31
6/30/2009;0.31
7/1/2009;0.31
7/2/2009;0.31
7/3/2009;0.31
7/6/2009;0.31
7/7/2009;0.31
7/8/2009;0.36
7/9/2009;0.36
7/10/2009;0.36
7/13/2009;0.36
7/14/2009;0.36
7/15/2009;0.36
7/16/2009;0.41
7/17/2009;0.41
7/20/2009;0.41
7/21/2009;0.41
7/22/2009;0.41
7/23/2009;0.41
7/24/2009;0.41
7/27/2009;0.28
7/28/2009;0.28
7/29/2009;0.28
7/30/2009;0.28
7/31/2009;0.28
8/3/2009;0.28
